fragment.id;iri;from;to;fragment.text_clean;source;iri_z;iri_c;scope;example
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;383/2012 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2012/383;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;406/2000 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2000/406;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;417/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/417;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;435/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/435;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;44/1988 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1988/44;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;449/2001 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2001/449;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;455/1991 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1991/455;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;458/2000 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2000/458;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;49/1997 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1997/49;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;523/1992 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1992/523;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;541/2020 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2020/541;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;56/2001 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2001/56;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;563/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/563;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;61/1988 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1988/61;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;61/2000 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2000/61;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;62/1988 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1988/62;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;73/2012 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2012/73;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;76/2002 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2002/76;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;78/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/78;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;85/1996 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1996/85;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;91/1996 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;1996/91;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;93/2009 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2009/93;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;95/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/95;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;96/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/96;full;FALSE
13764952;cast_1/hlava_6/par_29a/odst_2/pism_a/bod_3;18/2004 Sb.;99/2004 Sb.;3. o tom, zda k datu vydání osvědčení fyzická osoba splňuje požadavek jiné způsobilosti pro výkon předmětné činnosti podle zvláštního právního předpisu, nebo údaj o tom, že se pro výkon předmětné činnosti v České republice podmínka jiné způsobilosti nevyžaduje,;norms;2004/18;2004/99;full;FALSE
21342993;cast_1/hlava_2/par_18/odst_2/pism_g;181/2014 Sb.;304/2013 Sb.;g) není zahraniční osobou podle jiného právního předpisu a;norms;2014/181;2013/304;para;FALSE
56078985;cast_2/hlava_2/oddil_9/par_122/odst_1;182/1993 Sb.;131/2002 Sb.;(1) Návrh je nepřípustný, přísluší-li rozhodovat o kompetenčním sporu jinému orgánu podle zvláštního zákona.;norms;1993/182;2002/131;full;FALSE
56784418;cast_1/hlava_1/par_6/odst_2/pism_c;182/2006 Sb.;130/2000 Sb.;c) politickou stranu nebo politické hnutí v době vyhlášených voleb podle zvláštního právního předpisu.;norms;2006/182;2000/130;full;FALSE
56784418;cast_1/hlava_1/par_6/odst_2/pism_c;182/2006 Sb.;247/1995 Sb.;c) politickou stranu nebo politické hnutí v době vyhlášených voleb podle zvláštního právního předpisu.;norms;2006/182;1995/247;full;FALSE
56784418;cast_1/hlava_1/par_6/odst_2/pism_c;182/2006 Sb.;491/2001 Sb.;c) politickou stranu nebo politické hnutí v době vyhlášených voleb podle zvláštního právního předpisu.;norms;2006/182;2001/491;full;FALSE
56784418;cast_1/hlava_1/par_6/odst_2/pism_c;182/2006 Sb.;62/2003 Sb.;c) politickou stranu nebo politické hnutí v době vyhlášených voleb podle zvláštního právního předpisu.;norms;2006/182;2003/62;full;FALSE
56785928;cast_2/hlava_2/dil_1/par_316/odst_3;182/2006 Sb.;229/1992 Sb.;(3) Reorganizace není přípustná, je-li dlužníkem právnická osoba v likvidaci, obchodník s cennými papíry nebo osoba oprávněná k obchodování na komoditní burze podle zvláštního právního předpisu.;norms;2006/182;1992/229;full;FALSE
56785928;cast_2/hlava_2/dil_1/par_316/odst_3;182/2006 Sb.;256/2004 Sb.;(3) Reorganizace není přípustná, je-li dlužníkem právnická osoba v likvidaci, obchodník s cennými papíry nebo osoba oprávněná k obchodování na komoditní burze podle zvláštního právního předpisu.;norms;2006/182;2004/256;full;FALSE
56786013;cast_2/hlava_2/dil_3/par_333/odst_3;182/2006 Sb.;89/2012 Sb.;(3) Zanikne-li funkce statutárního orgánu dlužníka nebo dozorčí rady anebo funkce všech členů těchto orgánů a není-li postupem podle zvláštního právního předpisu jmenován nebo zvolen do 30 dnů poté nový statutární orgán nebo dozorčí rada nebo jejich členové, zvolí je věřitelský výbor.;norms;2006/182;2012/89;full;FALSE
56786013;cast_2/hlava_2/dil_3/par_333/odst_3;182/2006 Sb.;90/2012 Sb.;(3) Zanikne-li funkce statutárního orgánu dlužníka nebo dozorčí rady anebo funkce všech členů těchto orgánů a není-li postupem podle zvláštního právního předpisu jmenován nebo zvolen do 30 dnů poté nový statutární orgán nebo dozorčí rada nebo jejich členové, zvolí je věřitelský výbor.;norms;2006/182;2012/90;full;FALSE
56786844;esel-esb:eli/cz/sb/2006/182/2024-01-01/dokument/zaver/cast_4/hlava_1/par_420/odst_1;182/2006 Sb.;89/2012 Sb.;"(1) Je-li dlužník fyzickou osobou, zapisuje se do seznamu dlužníků jeho jméno, příjmení, bydliště, rodné číslo, a nemá-li rodné číslo, datum narození; jde-li o fyzickou osobu, která má podle zvláštního právního předpisu sídlo, zapíše se do seznamu dlužníků i její sídlo.";closing;2006/182;2012/89;full;FALSE
56785670;cast_2/hlava_1/dil_2/par_266/odst_1/pism_f;182/2006 Sb.;292/2013 Sb.;f) řízení ve věcech veřejných rejstříků podle zvláštního právního předpisu,;norms;2006/182;2013/292;part;FALSE
56785695;cast_2/hlava_1/dil_3/par_269/odst_2;182/2006 Sb.;89/2012 Sb.;"(2) Jestliže v době od okamžiku, kdy nastaly účinky spojené se zahájením insolvenčního řízení, do prohlášení konkursu již uplynula lhůta k vypořádání společného jmění manželů, aniž byla uzavřena dohoda o vypořádání společného jmění manželů, nastanou účinky spojené podle zvláštního právního předpisu s uplynutím lhůty k vypořádání společného jmění manželů až po 6 měsících od prohlášení konkursu, do té doby lze uzavřít novou dohodu o vypořádání společného jmění manželů nebo podat návrh na jeho vypořádání rozhodnutím soudu; práva třetích osob nabytá v dobré víře tím však nejsou dotčena.";norms;2006/182;2012/89;part;FALSE
56786860;esel-esb:eli/cz/sb/2006/182/2024-01-01/dokument/zaver/cast_4/hlava_1/par_423/odst_1;182/2006 Sb.;412/2005 Sb.;"(1) Do insolvenčního rejstříku se nevkládají podání či jiné písemnosti, které podléhají utajení podle zvláštního právního předpisu. Skutečnost, že se v soudním spisu nachází podání, které z uvedeného důvodu nebylo zveřejněno v insolvenčním rejstříku, však musí být v insolvenčním rejstříku vyznačena společně s údaji o charakteru podání; to před zahájením insolvenčního řízení neplatí pro řízení o návrhu na vyhlášení moratoria.";closing;2006/182;2005/412;full;FALSE
56784463;cast_1/hlava_3/par_80a/odst_1;182/2006 Sb.;300/2008 Sb.;(1) Osoby, kterým se podle zvláštního právního předpisu zřizuje datová schránka bez žádosti, činí podání včetně příloh v elektronické podobě do datové schránky soudu nebo v elektronické podobě podepsané uznávaným elektronickým podpisem. Není-li v odůvodněných případech možné učinit podání podle věty první, lze je výjimečně a s uvedením důvodu učinit v listinné podobě.;norms;2006/182;2008/300;full;FALSE
56785761;cast_2/hlava_1/dil_5/par_286/odst_1/pism_d;182/2006 Sb.;120/2001 Sb.;d) v dražbě provedené soudním exekutorem podle zvláštního právního předpisu.;norms;2006/182;2001/120;full;FALSE
56785775;cast_2/hlava_1/dil_5/par_289a/odst_1;182/2006 Sb.;120/2001 Sb.;(1) Zpeněžení soudním exekutorem se provede podle ustanovení zvláštního právního předpisu.;norms;2006/182;2001/120;full;FALSE
24106075;cast_1/par_2/odst_5;182/2023 Sb.;250/2000 Sb.;(5) Nedoplatek na úroku z prodlení nebo jeho obdobě podle jiného zákona, které se nestanovují rozhodnutím, se pro účely tohoto zákona považuje za vzniklý dnem, kdy pominuly podmínky pro další vznik tohoto úroku nebo jeho obdoby podle jiného zákona.;norms;2023/182;2000/250;part;FALSE
24106075;cast_1/par_2/odst_5;182/2023 Sb.;280/2009 Sb.;(5) Nedoplatek na úroku z prodlení nebo jeho obdobě podle jiného zákona, které se nestanovují rozhodnutím, se pro účely tohoto zákona považuje za vzniklý dnem, kdy pominuly podmínky pro další vznik tohoto úroku nebo jeho obdoby podle jiného zákona.;norms;2023/182;2009/280;part;FALSE
24106075;cast_1/par_2/odst_5;182/2023 Sb.;565/1990 Sb.;(5) Nedoplatek na úroku z prodlení nebo jeho obdobě podle jiného zákona, které se nestanovují rozhodnutím, se pro účely tohoto zákona považuje za vzniklý dnem, kdy pominuly podmínky pro další vznik tohoto úroku nebo jeho obdoby podle jiného zákona.;norms;2023/182;1990/565;part;FALSE
24106087;cast_2/par_4/odst_2/pism_a;182/2023 Sb.;250/2000 Sb.;a) úrok z prodlení nebo jeho obdoba podle jiného zákona,;norms;2023/182;2000/250;part;FALSE
24106087;cast_2/par_4/odst_2/pism_a;182/2023 Sb.;280/2009 Sb.;a) úrok z prodlení nebo jeho obdoba podle jiného zákona,;norms;2023/182;2009/280;part;FALSE
24106087;cast_2/par_4/odst_2/pism_a;182/2023 Sb.;565/1990 Sb.;a) úrok z prodlení nebo jeho obdoba podle jiného zákona,;norms;2023/182;1990/565;part;FALSE
55907331;cast_7/par_108f/odst_1/pism_g;186/2016 Sb.;349/1999 Sb.;g) Veřejnému ochránci práv, pokud provádí šetření podle jiného právního předpisu,;norms;2016/186;1999/349;full;FALSE
56190874;cast_3/hlava_2/par_19/odst_12;187/2006 Sb.;258/2000 Sb.;(12) Denním vyměřovacím základem pro výpočet nemocenského osoby pečující nebo osoby v evidenci je jedna třicetina částky odměny náležející osobě pečující nebo osobě v evidenci naposledy za kalendářní měsíc předcházející měsíci, v němž jí dočasná pracovní neschopnost vznikla. Nenáležela-li osobě pečující nebo osobě v evidenci odměna za žádný z kalendářních měsíců před měsícem, v němž jí vznikla dočasná pracovní neschopnost, je jejím denním vyměřovacím základem pro výpočet nemocenského jedna třicetina částky odměny, která jí náležela za kalendářní měsíc, v němž jí dočasná pracovní neschopnost vznikla. Denní vyměřovací základ pro výpočet nemocenského při karanténě nařízené podle zvláštního právního předpisu a pro výpočet ostatních dávek nemocenského pojištění se u osoby pečující nebo osoby v evidenci stanoví obdobně.;norms;2006/187;2000/258;para;FALSE
56191062;cast_3/hlava_6/dil_1/par_39/odst_3/pism_b;187/2006 Sb.;117/1995 Sb.;b) z důvodu péče o toto dítě má nárok na rodičovský příspěvek podle zvláštního právního předpisu a v den vzniku potřeby ošetřování (péče) je;norms;2006/187;1995/117;para;FALSE
23183498;cast_2/par_5/odst_1;188/2020 Sb.;258/2000 Sb.;(1) V době, kdy je osobní přítomnost studentů při výuce a zkouškách při studiu na vysoké škole nebo přítomnost členů akademické obce na vysoké škole na základě opatření přijatého podle jiného zákona omezena, může vysoká škola pro vykonání státní zkoušky předepsané na závěr studia a obhajoby disertační práce využít distanční způsoby, bude-li splněna podmínka alespoň distanční účasti zkušební komise při konání státní zkoušky. Státní zkouška předepsaná na závěr studia a obhajoba disertační práce konaná distančním způsobem nemusí být veřejná za předpokladu, že o jejím průběhu vysoká škola pořídí zvukový nebo zvukový a obrazový záznam a uchová jej po dobu 5 let. Záznam vysoká škola poskytne pouze orgánu veřejné moci při výkonu jeho pravomocí, a to na jeho žádost.;norms;2020/188;2000/258;para;FALSE
23183504;cast_2/par_6/odst_1;188/2020 Sb.;258/2000 Sb.;(1) Zkoušky a jiné studijní povinnosti a podmínky, které musí student splnit v průběhu studia ve studijním programu, je možné v době, kdy je osobní přítomnost studenta při výuce a zkouškách při studiu na vysoké škole nebo přítomnost členů akademické obce na vysoké škole na základě opatření přijatého podle jiného zákona omezena, plnit a ověřovat distančně.;norms;2020/188;2000/258;para;FALSE
56481253;cast_2/hlava_4/par_33/odst_1;190/2004 Sb.;90/2012 Sb.;(1) Vyměnitelný dluhopis je dluhopis, s nímž je spojeno právo na jeho výměnu za jiný dluhopis nebo jiné dluhopisy anebo právo na jeho výměnu za akcii nebo akcie téhož emitenta, které jejich emitent vydá podle zvláštního právního předpisu. Toto právo může být uplatněno namísto práva na splacení dluhopisu.;norms;2004/190;2012/90;part;FALSE
56481254;cast_2/hlava_4/par_33/odst_2;190/2004 Sb.;90/2012 Sb.;(2) Prioritní dluhopis je dluhopis, s nímž je spojeno právo na jeho splacení a vyplacení výnosu z dluhopisu, jakož i právo na přednostní upisování akcií, které jeho emitent vydá podle zvláštního právního předpisu. Skutečnost, že jde o vyměnitelný nebo prioritní dluhopis, musí být zřetelným způsobem vyznačena na listinném dluhopisu nebo v příslušné evidenci a ve všech propagačních sděleních týkajících se takového dluhopisu.;norms;2004/190;2012/90;part;FALSE
56481078;cast_2/hlava_3/dil_1/par_29/odst_2;190/2004 Sb.;151/1997 Sb.;(2) Zastavené nemovité věci se oceňují cenou obvyklou nebo tržní hodnotou, podle zvláštního právního předpisu upravujícího oceňování majetku, se zohledněním;norms;2004/190;1997/151;full;FALSE
23185216;cast_1/hlava_6/par_27/odst_2;191/2020 Sb.;110/2006 Sb.;(2) Výše životního minima jednotlivce se určí podle zvláštního právního předpisu účinného k okamžiku doručení usnesení o nařízení výkonu rozhodnutí peněžnímu ústavu.;norms;2020/191;2006/110;full;FALSE
56578969;cast_1/hlava_6/par_25/odst_2/pism_d;194/2010 Sb.;134/2016 Sb.;"d) kontroluje úkony objednatele podle jiného právního předpisu; tím není dotčena působnost jiných orgánů vykonávajících takovou kontrolu podle jiných právních předpisů.";norms;2010/194;2016/134;full;FALSE
56578969;cast_1/hlava_6/par_25/odst_2/pism_d;194/2010 Sb.;255/2012 Sb.;"d) kontroluje úkony objednatele podle jiného právního předpisu; tím není dotčena působnost jiných orgánů vykonávajících takovou kontrolu podle jiných právních předpisů.";norms;2010/194;2012/255;full;FALSE
23853663;par_4/odst_2/pism_b/bod_4;196/2022 Sb.;219/2000 Sb.;4. příjmy plynoucí jako náhrada za služebnost vzniklou ze zákona nebo rozhodnutím státního orgánu podle jiného právního předpisu,;norms;2022/196;2000/219;para;FALSE
23853663;par_4/odst_2/pism_b/bod_4;196/2022 Sb.;89/2012 Sb.;4. příjmy plynoucí jako náhrada za služebnost vzniklou ze zákona nebo rozhodnutím státního orgánu podle jiného právního předpisu,;norms;2022/196;2012/89;para;FALSE
23854072;cast_4/par_7/odst_2/pism_i;197/2022 Sb.;133/1985 Sb.;i) požárně bezpečnostní řešení stavby, pokud je podle jiného právního předpisu vyžadováno.;norms;2022/197;1985/133;full;FALSE
20298761;cast_1/par_2a/pism_h;201/2012 Sb.;458/2000 Sb.;h) kapalnými a plynnými palivy z obnovitelných zdrojů nebiologického původu jiná kapalná nebo plynná paliva než biopaliva nebo biometan podle jiného právního předpisu, jejichž energetický obsah je získáván z jiných obnovitelných zdrojů než z biomasy a která jsou používána v dopravě,;norms;2012/201;2000/458;para;FALSE
20298850;cast_3/par_11/odst_2/pism_d;201/2012 Sb.;13/1997 Sb.;d) závazné stanovisko k povolení záměru pozemní komunikace kategorie dálnice nebo silnice I. třídy v zastavěném území obce a parkoviště s kapacitou nad 500 parkovacích stání (dále jen „pozemní komunikace nebo parkoviště“) k řízení podle jiného právního předpisu.;norms;2012/201;1997/13;para;FALSE
20298876;cast_3/par_12/odst_4/pism_j;201/2012 Sb.;283/2021 Sb.;j) podmínky umístění a provedení stacionárního zdroje zajišťující ochranu ovzduší, pokud nepředcházelo řízení podle jiného právního předpisu, nebo;norms;2012/201;2021/283;full;FALSE
20279369;cast_1/hlava_1/par_8/odst_2;202/2012 Sb.;85/1996 Sb.;(2) Mediátor nesmí ohledně konfliktu, ve kterém vede nebo vedl mediaci nebo činil kroky k přípravě mediace, poskytovat právní služby podle jiného právního předpisu, i když je jinak k jejich poskytování oprávněn. Za právní službu se nepovažuje vyjádření právního názoru mediátora v průběhu mediace na věc stran konfliktu nebo některou její dílčí otázku.;norms;2012/202;1996/85;full;FALSE
20279412;cast_1/hlava_2/par_16/odst_1/pism_c;202/2012 Sb.;111/1998 Sb.;c) získala vysokoškolské vzdělání v magisterském nebo v navazujícím magisterském studijním programu v České republice, nebo získala obdobné vysokoškolské vzdělání v zahraničí, pokud mezinárodní smlouva, kterou je Česká republika vázána, uznání takového vzdělání stanoví, anebo které bylo toto vzdělání uznáno podle jiného právního předpisu,;norms;2012/202;1998/111;para;FALSE
56290368;cast_2/par_5d/pism_o;21/1992 Sb.;256/2004 Sb.;o) poskytování investičních služeb a činností podle zvláštního právního předpisu.;norms;1992/21;2004/256;full;FALSE
56290209;cast_1/par_1/odst_4/pism_a;21/1992 Sb.;365/2000 Sb.;a) působnost kontaktního místa veřejné správy, je-li držitelem autorizace podle zvláštního zákona,;norms;1992/21;2000/365;full;FALSE
56290444;cast_2/par_7a/odst_1/pism_e;21/1992 Sb.;418/2011 Sb.;e) ke kterému nabylo právní moci rozhodnutí o zákazu činnosti banky na území České republiky podle zvláštního právního předpisu.;norms;1992/21;2011/418;full;FALSE
56292180;cast_14/par_41g/odst_3/pism_c;21/1992 Sb.;141/1961 Sb.;c) je Garančnímu systému doloženo, že pojištěná pohledávka z vkladu je předmětem opatření omezujícího nakládání s vkladem podle zvláštního právního předpisu nebo právního předpisu jiného státu, anebo stanoveného mezinárodní organizací,;norms;1992/21;1961/141;para;FALSE
56292180;cast_14/par_41g/odst_3/pism_c;21/1992 Sb.;69/2006 Sb.;c) je Garančnímu systému doloženo, že pojištěná pohledávka z vkladu je předmětem opatření omezujícího nakládání s vkladem podle zvláštního právního předpisu nebo právního předpisu jiného státu, anebo stanoveného mezinárodní organizací,;norms;1992/21;2006/69;para;FALSE
56292180;cast_14/par_41g/odst_3/pism_c;21/1992 Sb.;99/1963 Sb.;c) je Garančnímu systému doloženo, že pojištěná pohledávka z vkladu je předmětem opatření omezujícího nakládání s vkladem podle zvláštního právního předpisu nebo právního předpisu jiného státu, anebo stanoveného mezinárodní organizací,;norms;1992/21;1963/99;para;FALSE
56291913;cast_13/par_38af/odst_4/pism_g;21/1992 Sb.;133/2000 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;1992/21;2000/133;para;FALSE
56291913;cast_13/par_38af/odst_4/pism_g;21/1992 Sb.;280/2009 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;1992/21;2009/280;part;FALSE
56291913;cast_13/par_38af/odst_4/pism_g;21/1992 Sb.;500/2004 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;1992/21;2004/500;part;FALSE
56291913;cast_13/par_38af/odst_4/pism_g;21/1992 Sb.;99/1963 Sb.;g) druh a adresa místa pobytu na území, je-li tímto místem sídlo správního orgánu, rovněž údaj o tom, že se jedná o adresu úřadu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu,;norms;1992/21;1963/99;part;FALSE
6561233;;216/1994 Sb.;2/1991 Sb.;;norms;1994/216;1991/2;full;FALSE
6561233;;216/1994 Sb.;91/2012 Sb.;;norms;1994/216;2012/91;para;FALSE
55983379;cast_1/hlava_9/dil_1/par_33a/odst_2/pism_e;218/2000 Sb.;133/2000 Sb.;e) adresa místa trvalého pobytu, včetně předchozích adres místa trvalého pobytu, popřípadě též adresa, na kterou mají být doručovány písemnosti, podle zvláštního právního předpisu.;norms;2000/218;2000/133;para;FALSE
55983379;cast_1/hlava_9/dil_1/par_33a/odst_2/pism_e;218/2000 Sb.;280/2009 Sb.;e) adresa místa trvalého pobytu, včetně předchozích adres místa trvalého pobytu, popřípadě též adresa, na kterou mají být doručovány písemnosti, podle zvláštního právního předpisu.;norms;2000/218;2009/280;part;FALSE
