fragment.id;from;to;to_upd;fragment.text_clean;source;akt.název.vyhlášený
203303;142/1947 Sb.;16/1947 Sb.;NA;(2) Ministr zemědělství se zmocňuje, aby upravil a ve Sbírce zákonů a nařízení vyhlásil v nepřetržitém sledu paragrafů znění zákona č. 16/1947 Sb. pro účely tohoto zákona, jak vyplývá z úpravy provedené v odstavci 1.;norms;Zákon o umístění a jiném zaopatření zaměstnanců na zkonfiskovaném zemědělském majetku a jejich rodinných příslušníků
203311;142/1947 Sb.;134/1946 Sb.;NA;Ustanovení §§ 1 až 4 zákona ze dne 12. srpna 1921, č. 323 Sb., kterým se blíže upravuje dávka z majetku a z přírůstku na majetku u majetku zabraného, ve znění předpisů jej měnících a doplňujících, platí obdobně též pro majetkové dávky podle zákona ze dne 15. května 1946, č. 134 Sb., o dávce z majetkového přírůstku a o dávce z majetku, s těmito odchylkami:;norms;Zákon o dávce z majetkového přírůstku a o dávce z majetku
232936;21/1948 Sb.;164/1946 Sb.;NA;"1. veřejné zaopatřovací platy, důchody podle předpisů o veřejnoprávním sociálním pojištění nebo důchody podle zákona ze dne 18. července 1946, č. 164 Sb., o péči o vojenské a válečné poškozence a oběti války a fašistické persekuce, které by jí příslušely, kdyby byla vdovou po účastníku národního boje za osvobození a kdyby byly u ní splněny i ostatní podmínky nároku na takové platy nebo důchody;";norms;Zákon o péči o vojenské a válečné poškozence a oběti války a fašistické persekuce
232975;21/1948 Sb.;117/1945 Sb.;NA;"(1) Rozhodl-li soud, že jsou splněny podmínky stanovené v § 2 nebo § 6, na základě usnesení, kterým byl účastník národního boje za osvobození prohlášen za mrtvého, a bylo-li toto usnesení dodatečně zrušeno (§§ 12 a 13 dekretu presidenta republiky ze dne 27. října 1945, č. 117 Sb., kterým se upravují ustanovení o prohlášení za mrtvého), může účastník národního boje za osvobození do roka od tohoto zrušení žádati u soudu příslušného podle § 10, aby usnesení vydané podle § 10 bylo zrušeno; tím ztrácí snoubenka výhody podle § 3 a dítě postavení manželského dítěte podle § 6 a výhody podle § 7, odst. 1, č. 1 a lze požadovati na nich i vrácení toho, čeho nabyly podle § 4 nebo podle § 7, odst. 1, č. 4.";norms;Dekret presidenta republiky, kterým se upravují ustanovení o prohlášení za mrtvého
232984;21/1948 Sb.;13/1947 Sb.;NA;c) jsou-li pro to i ostatní podmínky, úlevy podle zákona ze dne 30. ledna 1947, č. 13 Sb., o úlevách v oboru daně z obohacení a poplatků pro pozůstalosti po účastnících národního boje za osvobození a po obětech nepřátelské persekuce a války, jakož i pro některá věnování.;norms;Zákon o úlevách v oboru daně z obohacení a poplatků pro pozůstalosti po účastnících národního boje za osvobození a po obětech nepřátelské persekuce a války, jakož i pro některá věnování
235768;114/1948 Sb.;128/1947 Sb.;NA;"12. podniky pro výrobu radioelektrických zařízení podle zákona ze dne 26. června 1947, č. 128 Sb., jímž se upravují živnosti radiotechnická, radiomechanická a obchod s radioelektrickými zařízeními;";norms;Zákon, jímž se upravují živnosti radiotechnická, radiomechanická a obchod s radioelektrickými zařízeními
235798;114/1948 Sb.;231/1948 Sb.;NA;a) po 5. květnu 1945 podle zákona č. 50/1923 Sb., na ochranu republiky, ve znění předpisů jej měnících a doplňujících, nebo zákona č. 231/1948 Sb., na ochranu lidově demokratické republiky, nebo;norms;Zákon na ochranu lidově demokratické republiky
235800;114/1948 Sb.;15/1947 Sb.;NA;c) podle zákona č. 15/1947 Sb., o stíhání černého obchodu a podobných pletich, nebo;norms;Zákon o stíhání černého obchodu a podobných pletich
235801;114/1948 Sb.;27/1947 Sb.;NA;d) podle zákona č. 27/1947 Sb., o trestní ochraně provádění dvouletého hospodářského plánu, nebo;norms;Zákon o trestní ochraně provádění dvouletého hospodářského plánu
235802;114/1948 Sb.;165/1946 Sb.;NA;e) podle zákona č. 165/1946 Sb., o trestní ochraně národních podniků, znárodněných podniků a podniků pod národní správou.;norms;Zákon o trestní ochraně národních podniků, znárodněných podniků a podniků pod národní správou
236895;115/1948 Sb.;106/1950 Sb.;NA;Pro znárodnění podle předcházejících ustanovení a pro důsledky a opatření z něho vyplývající platí ustanovení §§ 4, 5 a 5a dekretu č. 101/1945 Sb. ve znění předpisů jej měnících a doplňujících. Dále platí přiměřeně ustanovení §§ 37, 38, 40, 41 a 43 až 47 dekretu č. 100/1945 Sb. ve znění předpisů jej měnících a doplňujících, jakož i ustanovení čl. I §§ 5 a 6 zákona č. 114/1948 Sb., o znárodnění některých dalších průmyslových a jiných podniků a závodů a o úpravě některých poměrů znárodněných a národních podniků, ve znění čl. II zákona č. 106/1950 Sb., při čemž tam, kde podle uvedených ustanovení je dána působnost ministra průmyslu, přísluší tato působnost ministru výživy.;norms;Zákon, kterým se mění a doplňují předpisy o znárodnění dolů a některých průmyslových podniků
238034;118/1948 Sb.;134/1946 Sb.;NA;"(5) K závazkům znárodněného podniku nepatří závazky, podle nichž má majetek tohoto podniku nebo jeho část přejíti po dni počátku účinnosti tohoto zákona na třetí osobu. Za závazky znárodněného podniku se nepokládají také osobní daně, dávky a poplatky bývalého vlastníka; takové závazky nepřecházejí s majetkem, který byl začleněn do národního podniku nebo svěřen do správy orgánům podle odstavce 2 nebo s nímž bylo učiněno opatření nebo který byl přenechán podle § 8a, ani se nelze pro ně uspokojiti z majetku znárodněného podniku. Osobními daněmi a dávkami se rozumějí daň důchodová, válečný příspěvek, daň rentová přímo vybíraná, daň z majetku podle vládního nařízení č. 410/1942 Sb., majetkové dávky podle zákona č. 134/1946 Sb., o dávce z majetkového přírůstku a o dávce z majetku, ve znění zákonů jej měnících a doplňujících, a mimořádné dávky podle zákona č. 185/1947 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku, ve znění zákona č. 180/1948 Sb. Způsob úhrady těchto osobních daní a dávek stanoví ministerstvo financí vyhláškou v příslušném úředním listě.";norms;Zákon o dávce z majetkového přírůstku a o dávce z majetku
238034;118/1948 Sb.;180/1948 Sb.;NA;"(5) K závazkům znárodněného podniku nepatří závazky, podle nichž má majetek tohoto podniku nebo jeho část přejíti po dni počátku účinnosti tohoto zákona na třetí osobu. Za závazky znárodněného podniku se nepokládají také osobní daně, dávky a poplatky bývalého vlastníka; takové závazky nepřecházejí s majetkem, který byl začleněn do národního podniku nebo svěřen do správy orgánům podle odstavce 2 nebo s nímž bylo učiněno opatření nebo který byl přenechán podle § 8a, ani se nelze pro ně uspokojiti z majetku znárodněného podniku. Osobními daněmi a dávkami se rozumějí daň důchodová, válečný příspěvek, daň rentová přímo vybíraná, daň z majetku podle vládního nařízení č. 410/1942 Sb., majetkové dávky podle zákona č. 134/1946 Sb., o dávce z majetkového přírůstku a o dávce z majetku, ve znění zákonů jej měnících a doplňujících, a mimořádné dávky podle zákona č. 185/1947 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku, ve znění zákona č. 180/1948 Sb. Způsob úhrady těchto osobních daní a dávek stanoví ministerstvo financí vyhláškou v příslušném úředním listě.";norms;Zákon, kterým se mění a doplňuje zákon ze dne 31. října 1947, č. 185 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku
238034;118/1948 Sb.;185/1947 Sb.;NA;"(5) K závazkům znárodněného podniku nepatří závazky, podle nichž má majetek tohoto podniku nebo jeho část přejíti po dni počátku účinnosti tohoto zákona na třetí osobu. Za závazky znárodněného podniku se nepokládají také osobní daně, dávky a poplatky bývalého vlastníka; takové závazky nepřecházejí s majetkem, který byl začleněn do národního podniku nebo svěřen do správy orgánům podle odstavce 2 nebo s nímž bylo učiněno opatření nebo který byl přenechán podle § 8a, ani se nelze pro ně uspokojiti z majetku znárodněného podniku. Osobními daněmi a dávkami se rozumějí daň důchodová, válečný příspěvek, daň rentová přímo vybíraná, daň z majetku podle vládního nařízení č. 410/1942 Sb., majetkové dávky podle zákona č. 134/1946 Sb., o dávce z majetkového přírůstku a o dávce z majetku, ve znění zákonů jej měnících a doplňujících, a mimořádné dávky podle zákona č. 185/1947 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku, ve znění zákona č. 180/1948 Sb. Způsob úhrady těchto osobních daní a dávek stanoví ministerstvo financí vyhláškou v příslušném úředním listě.";norms;Zákon o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku
238035;118/1948 Sb.;272/1948 Sb.;NA;(6) U závazků, které jsou hospodářsky neodůvodněné, počítajíc v to závazky ze služebních smluv, zaručující zaměstnancům nepřiměřeně vysoké platy, zaopatřovací požitky, odbytné a pod., může se národní podnik domáhati zrušení nebo jiné přiměřené úpravy. Nedojde-li o tom k dohodě, rozhodne rozhodčí soud zřízený podle zákona č. 228/1946 Sb., o rozhodčích soudech pro úpravu některých závazků národních podniků, ve znění zákona č. 272/1948 Sb. Ustanovení vět prvé a druhé platí přiměřeně také, jde-li o závazky, jež přecházejí se svěřením znárodněného majetku do správy orgánům podle odstavce 2 nebo které přecházejí podle odstavce 4.;norms;Zákon, kterým se mění a doplňují předpisy o rozhodčích soudech pro úpravu některých závazků národních podniků
238041;118/1948 Sb.;141/1950 Sb.;NA;(2) Odporovati lze do 3 let od převzetí podniku. Jinak platí ustanovení §§ 46 až 52 občanského zákoníka č. 141/1950 Sb.;norms;Občanský zákoník
238442;119/1948 Sb.;134/1946 Sb.;NA;(4) Za závazky znárodněného podniku se nepokládají osobní daně, dávky a poplatky bývalého vlastníka a majetková podstata znárodněného podniku ani podnik, do něhož bude začleněna, za ně neručí. Osobními daněmi a dávkami se rozumí daň důchodová, válečný příspěvek, daň rentová přímo vyměřovaná, daň z majetku podle vládního nařízení ze dne 16. prosince 1942, č. 410 Sb., o dani z majetku, majetkové dávky podle zákona ze dne 15. května 1946, č. 134 Sb., o dávce z majetkového přírůstku a o dávce z majetku a mimořádné dávky podle zákona ze dne 31. října 1947, č. 185 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku. Způsob úhrady těchto osobních daní a dávek stanoví ministr financí vyhláškou v Úředním listě. Začlení-li se majetková podstata do několika podniků určených nebo zřízených podle § 2, určí ministr zahraničního obchodu, do kterých závazků vstoupí jednotlivé podniky určené nebo zřízené podle § 2.;norms;Zákon o dávce z majetkového přírůstku a o dávce z majetku
238442;119/1948 Sb.;185/1947 Sb.;NA;(4) Za závazky znárodněného podniku se nepokládají osobní daně, dávky a poplatky bývalého vlastníka a majetková podstata znárodněného podniku ani podnik, do něhož bude začleněna, za ně neručí. Osobními daněmi a dávkami se rozumí daň důchodová, válečný příspěvek, daň rentová přímo vyměřovaná, daň z majetku podle vládního nařízení ze dne 16. prosince 1942, č. 410 Sb., o dani z majetku, majetkové dávky podle zákona ze dne 15. května 1946, č. 134 Sb., o dávce z majetkového přírůstku a o dávce z majetku a mimořádné dávky podle zákona ze dne 31. října 1947, č. 185 Sb., o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku. Způsob úhrady těchto osobních daní a dávek stanoví ministr financí vyhláškou v Úředním listě. Začlení-li se majetková podstata do několika podniků určených nebo zřízených podle § 2, určí ministr zahraničního obchodu, do kterých závazků vstoupí jednotlivé podniky určené nebo zřízené podle § 2.;norms;Zákon o mimořádné jednorázové dávce a mimořádné dávce z nadměrných přírůstků na majetku
